Time (Sec);S10;S4;S13;S18;S7;S36;S2;S39;S33;S25;S44;S31;S17;S19;S30;S38;S37;S32;S42;S40;S34;S29;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.10525066666666666;99.98929279999999;99.98610559999997;99.98929279999999;99.98906399999998;99.98610559999997;99.99969999999999;19160.0;99.98906399999998;99.98906399999998;99.98906399999998;99.99969999999999;99.98916399999999;99.98906399999998;99.98916399999999;99.98906399999998;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.98916399999999;99.98916399999999;99.98916399999999;
0.2052506666666667;99.98879279999997;99.98560559999996;99.98879279999997;99.98856399999997;99.98560559999996;99.98856399999997;19160.0;99.98856399999997;99.98856399999997;99.98856399999997;99.98513199999996;99.98866399999997;99.98856399999997;99.98866399999997;99.98856399999997;99.98866399999997;99.98856399999997;99.98866399999997;99.98513199999996;99.98866399999997;99.98866399999997;99.98866399999997;
0.30525066666666645;99.98829279999995;99.98510559999994;99.98829279999995;99.98806399999995;99.98510559999994;99.98806399999995;19160.0;99.98806399999995;99.98806399999995;99.98806399999995;99.98463199999995;99.98816399999995;99.98806399999995;99.98816399999995;99.98806399999995;99.98816399999995;99.98806399999995;99.98816399999995;99.98463199999995;99.98816399999995;99.98816399999995;99.98816399999995;
0.405250666666666;99.98779279999994;99.98460559999992;99.98779279999994;99.98756399999994;99.98460559999992;99.98756399999994;19160.0;99.98756399999994;99.98756399999994;99.98756399999994;99.98413199999993;99.98766399999994;99.98756399999994;99.98766399999994;99.98756399999994;99.98766399999994;99.98756399999994;99.98766399999994;99.98413199999993;99.98766399999994;99.98766399999994;99.98766399999994;
0.5052506666666655;99.98729279999992;99.9841055999999;99.98729279999992;99.98706399999992;99.9841055999999;99.98706399999992;19160.0;99.98706399999992;99.98706399999992;99.98706399999992;99.98363199999991;99.98716399999992;99.98706399999992;99.98716399999992;99.98706399999992;99.98716399999992;99.98706399999992;99.98716399999992;99.98363199999991;99.98716399999992;99.98716399999992;99.98716399999992;
0.6052506666666667;99.9867927999999;99.98360559999989;99.9867927999999;99.9865639999999;99.98360559999989;99.9865639999999;19160.0;99.9865639999999;99.9865639999999;99.9865639999999;99.9831319999999;99.9866639999999;99.9865639999999;99.9866639999999;99.9865639999999;99.9866639999999;99.9865639999999;99.9866639999999;99.9831319999999;99.9866639999999;99.9866639999999;99.9866639999999;
0.7052506666666679;99.98629279999989;99.98310559999987;99.98629279999989;99.98606399999989;99.98310559999987;99.98606399999989;19160.0;99.98606399999989;99.98606399999989;99.98606399999989;99.98263199999988;99.98616399999989;99.98606399999989;99.98616399999989;99.98606399999989;99.98616399999989;99.98606399999989;99.98616399999989;99.98263199999988;99.98616399999989;99.98616399999989;99.98616399999989;
0.8052506666666691;99.98579279999987;99.98260559999986;99.98579279999987;99.98556399999987;99.98260559999986;99.98556399999987;19160.0;99.98556399999987;99.98556399999987;99.98556399999987;99.98213199999987;99.98566399999987;99.98556399999987;99.98566399999987;99.98556399999987;99.98566399999987;99.98556399999987;99.98566399999987;99.98213199999987;99.98566399999987;99.98566399999987;99.98566399999987;
0.9052506666666703;99.98529279999985;99.98210559999984;99.98529279999985;99.98506399999985;99.98210559999984;99.98506399999985;19160.0;99.98506399999985;99.98506399999985;99.98506399999985;99.98163199999985;99.98516399999986;99.98506399999985;99.98516399999986;99.98506399999985;99.98516399999986;99.98506399999985;99.98516399999986;99.98163199999985;99.98516399999986;99.98516399999986;99.98516399999986;
1.0052506666666714;99.98479279999984;99.98160559999982;99.98479279999984;99.98456399999984;99.98160559999982;99.98456399999984;19160.0;99.98456399999984;99.98456399999984;99.98456399999984;99.98113199999983;99.98466399999984;99.98456399999984;99.98466399999984;99.98456399999984;99.98466399999984;99.98456399999984;99.98466399999984;99.98113199999983;99.98466399999984;99.98466399999984;99.98466399999984;
1.1052506666666693;99.98429279999982;99.98110559999981;99.98429279999982;99.98406399999982;99.98110559999981;99.98406399999982;19160.0;99.98406399999982;99.98406399999982;99.98406399999982;99.98063199999982;99.98416399999982;99.98406399999982;99.98416399999982;99.98406399999982;99.98416399999982;99.98406399999982;99.98416399999982;99.98063199999982;99.98416399999982;99.98416399999982;99.98416399999982;
1.2052506666666671;99.9837927999998;99.98060559999979;99.9837927999998;99.9835639999998;99.98060559999979;99.9835639999998;19160.0;99.9835639999998;99.9835639999998;99.9835639999998;99.9801319999998;99.9836639999998;99.9835639999998;99.9836639999998;99.9835639999998;99.9836639999998;99.9835639999998;99.9836639999998;99.9801319999998;99.9836639999998;99.9836639999998;99.9836639999998;
